pr_id,pr_number,requested_by,department_id,pr_date,required_date,remarks,status,approved_by,approved_date
758,PR-2024-0758,9,4,2024-09-19,2024-09-22,Generated material requisition for EV motor manufacturing.,Approved,12,2024-09-20
759,PR-2024-0759,10,5,2024-09-19,2024-10-07,Generated material requisition for EV motor manufacturing.,Approved,13,2024-09-20
760,PR-2024-0760,11,5,2024-09-19,2024-09-29,Generated material requisition for EV motor manufacturing.,Approved,1,2024-09-20
761,PR-2024-0761,12,6,2024-09-20,2024-09-30,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2024-09-21
762,PR-2024-0762,13,6,2024-09-20,2024-10-10,Generated material requisition for EV motor manufacturing.,Approved,4,2024-09-21
763,PR-2024-0763,1,1,2024-09-20,2024-10-08,Generated material requisition for EV motor manufacturing.,Approved,5,2024-09-21
764,PR-2024-0764,3,2,2024-09-21,2024-09-24,Generated material requisition for EV motor manufacturing.,Approved,6,2024-09-22
765,PR-2024-0765,4,2,2024-09-22,2024-10-01,Generated material requisition for EV motor manufacturing.,Approved,7,2024-09-23
766,PR-2024-0766,5,1,2024-09-22,2024-10-08,Generated material requisition for EV motor manufacturing.,Approved,8,2024-09-23
767,PR-2024-0767,6,3,2024-09-22,2024-10-04,Generated material requisition for EV motor manufacturing.,Approved,9,2024-09-23
768,PR-2024-0768,7,3,2024-09-23,2024-09-30,Generated material requisition for EV motor manufacturing.,Approved,10,2024-09-24
769,PR-2024-0769,8,4,2024-09-24,2024-10-06,Generated material requisition for EV motor manufacturing.,Approved,11,2024-09-25
770,PR-2024-0770,9,4,2024-09-24,2024-10-12,Generated material requisition for EV motor manufacturing.,Approved,12,2024-09-25
771,PR-2024-0771,10,5,2024-09-24,2024-10-01,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2024-09-25
772,PR-2024-0772,11,5,2024-09-24,2024-10-10,Generated material requisition for EV motor manufacturing.,Approved,1,2024-09-25
773,PR-2024-0773,12,6,2024-09-24,2024-10-10,Generated material requisition for EV motor manufacturing.,Approved,3,2024-09-25
774,PR-2024-0774,13,6,2024-09-25,2024-10-13,Generated material requisition for EV motor manufacturing.,Approved,4,2024-09-26
775,PR-2024-0775,1,1,2024-09-25,2024-10-03,Generated material requisition for EV motor manufacturing.,Approved,5,2024-09-26
776,PR-2024-0776,3,2,2024-09-25,2024-10-01,Generated material requisition for EV motor manufacturing.,Approved,6,2024-09-26
777,PR-2024-0777,4,2,2024-09-26,2024-10-08,Generated material requisition for EV motor manufacturing.,Approved,7,2024-09-27
778,PR-2024-0778,5,1,2024-09-26,2024-10-08,Generated material requisition for EV motor manufacturing.,Approved,8,2024-09-27
779,PR-2024-0779,6,3,2024-09-27,2024-10-07,Generated material requisition for EV motor manufacturing.,Approved,9,2024-09-28
780,PR-2024-0780,7,3,2024-09-28,2024-10-15,Generated material requisition for EV motor manufacturing.,Approved,10,2024-09-29
781,PR-2024-0781,8,4,2024-09-28,2024-10-15,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2024-09-29
782,PR-2024-0782,9,4,2024-09-28,2024-10-05,Generated material requisition for EV motor manufacturing.,Approved,12,2024-09-29
783,PR-2024-0783,10,5,2024-09-29,2024-10-16,Generated material requisition for EV motor manufacturing.,Approved,13,2024-09-30
784,PR-2024-0784,11,5,2024-09-29,2024-10-06,Generated material requisition for EV motor manufacturing.,Approved,1,2024-09-30
785,PR-2024-0785,12,6,2024-09-30,2024-10-10,Generated material requisition for EV motor manufacturing.,Approved,3,2024-10-01
786,PR-2024-0786,13,6,2024-09-30,2024-10-03,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-01
787,PR-2024-0787,1,1,2024-09-30,2024-10-09,Generated material requisition for EV motor manufacturing.,Approved,5,2024-10-01
788,PR-2024-0788,3,2,2024-10-01,2024-10-21,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-02
789,PR-2024-0789,4,2,2024-10-01,2024-10-11,Generated material requisition for EV motor manufacturing.,Approved,7,2024-10-02
790,PR-2024-0790,5,1,2024-10-02,2024-10-17,Generated material requisition for EV motor manufacturing.,Approved,8,2024-10-03
791,PR-2024-0791,6,3,2024-10-03,2024-10-07,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2024-10-04
792,PR-2024-0792,7,3,2024-10-04,2024-10-18,Generated material requisition for EV motor manufacturing.,Approved,10,2024-10-05
793,PR-2024-0793,8,4,2024-10-04,2024-10-13,Generated material requisition for EV motor manufacturing.,Approved,11,2024-10-05
794,PR-2024-0794,9,4,2024-10-04,2024-10-20,Generated material requisition for EV motor manufacturing.,Approved,12,2024-10-05
795,PR-2024-0795,10,5,2024-10-05,2024-10-24,Generated material requisition for EV motor manufacturing.,Approved,13,2024-10-06
796,PR-2024-0796,11,5,2024-10-05,2024-10-17,Generated material requisition for EV motor manufacturing.,Approved,1,2024-10-06
797,PR-2024-0797,12,6,2024-10-06,2024-10-10,Generated material requisition for EV motor manufacturing.,Approved,3,2024-10-07
798,PR-2024-0798,13,6,2024-10-06,2024-10-17,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-07
799,PR-2024-0799,1,1,2024-10-07,2024-10-12,Generated material requisition for EV motor manufacturing.,Approved,5,2024-10-08
800,PR-2024-0800,3,2,2024-10-07,2024-10-18,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-08
801,PR-2024-0801,4,2,2024-10-07,2024-10-11,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-10-08
802,PR-2024-0802,5,1,2024-10-08,2024-10-22,Generated material requisition for EV motor manufacturing.,Approved,8,2024-10-09
803,PR-2024-0803,6,3,2024-10-09,2024-10-17,Generated material requisition for EV motor manufacturing.,Approved,9,2024-10-10
804,PR-2024-0804,7,3,2024-10-09,2024-10-15,Generated material requisition for EV motor manufacturing.,Approved,10,2024-10-10
805,PR-2024-0805,8,4,2024-10-09,2024-10-12,Generated material requisition for EV motor manufacturing.,Approved,11,2024-10-10
806,PR-2024-0806,9,4,2024-10-09,2024-10-27,Generated material requisition for EV motor manufacturing.,Approved,12,2024-10-10
807,PR-2024-0807,10,5,2024-10-09,2024-10-27,Generated material requisition for EV motor manufacturing.,Approved,13,2024-10-10
808,PR-2024-0808,11,5,2024-10-10,2024-10-27,Generated material requisition for EV motor manufacturing.,Approved,1,2024-10-11
809,PR-2024-0809,12,6,2024-10-10,2024-10-14,Generated material requisition for EV motor manufacturing.,Approved,3,2024-10-11
810,PR-2024-0810,13,6,2024-10-10,2024-10-19,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-11
811,PR-2024-0811,1,1,2024-10-10,2024-10-30,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2024-10-11
812,PR-2024-0812,3,2,2024-10-10,2024-10-23,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-11
813,PR-2024-0813,4,2,2024-10-11,2024-10-16,Generated material requisition for EV motor manufacturing.,Approved,7,2024-10-12
814,PR-2024-0814,5,1,2024-10-11,2024-10-16,Generated material requisition for EV motor manufacturing.,Approved,8,2024-10-12
815,PR-2024-0815,6,3,2024-10-11,2024-10-18,Generated material requisition for EV motor manufacturing.,Approved,9,2024-10-12
816,PR-2024-0816,7,3,2024-10-11,2024-10-31,Generated material requisition for EV motor manufacturing.,Approved,10,2024-10-12
817,PR-2024-0817,8,4,2024-10-12,2024-10-18,Generated material requisition for EV motor manufacturing.,Approved,11,2024-10-13
818,PR-2024-0818,9,4,2024-10-12,2024-10-31,Generated material requisition for EV motor manufacturing.,Approved,12,2024-10-13
819,PR-2024-0819,10,5,2024-10-12,2024-10-27,Generated material requisition for EV motor manufacturing.,Approved,13,2024-10-13
820,PR-2024-0820,11,5,2024-10-12,2024-10-31,Generated material requisition for EV motor manufacturing.,Approved,1,2024-10-13
821,PR-2024-0821,12,6,2024-10-13,2024-10-30,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2024-10-14
822,PR-2024-0822,13,6,2024-10-13,2024-10-21,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-14
823,PR-2024-0823,1,1,2024-10-14,2024-10-31,Generated material requisition for EV motor manufacturing.,Approved,5,2024-10-15
824,PR-2024-0824,3,2,2024-10-14,2024-10-20,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-15
825,PR-2024-0825,4,2,2024-10-14,2024-10-22,Generated material requisition for EV motor manufacturing.,Approved,7,2024-10-15
826,PR-2024-0826,5,1,2024-10-14,2024-10-20,Generated material requisition for EV motor manufacturing.,Approved,8,2024-10-15
827,PR-2024-0827,6,3,2024-10-14,2024-10-19,Generated material requisition for EV motor manufacturing.,Approved,9,2024-10-15
828,PR-2024-0828,7,3,2024-10-15,2024-10-19,Generated material requisition for EV motor manufacturing.,Approved,10,2024-10-16
829,PR-2024-0829,8,4,2024-10-15,2024-10-21,Generated material requisition for EV motor manufacturing.,Approved,11,2024-10-16
830,PR-2024-0830,9,4,2024-10-15,2024-10-20,Generated material requisition for EV motor manufacturing.,Approved,12,2024-10-16
831,PR-2024-0831,10,5,2024-10-15,2024-10-24,Generated material requisition for EV motor manufacturing.,Converted to PO,13,2024-10-16
832,PR-2024-0832,11,5,2024-10-16,2024-10-20,Generated material requisition for EV motor manufacturing.,Approved,1,2024-10-17
833,PR-2024-0833,12,6,2024-10-16,2024-10-20,Generated material requisition for EV motor manufacturing.,Approved,3,2024-10-17
834,PR-2024-0834,13,6,2024-10-16,2024-11-05,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-17
835,PR-2024-0835,1,1,2024-10-16,2024-10-20,Generated material requisition for EV motor manufacturing.,Approved,5,2024-10-17
836,PR-2024-0836,3,2,2024-10-17,2024-10-21,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-18
837,PR-2024-0837,4,2,2024-10-18,2024-10-21,Generated material requisition for EV motor manufacturing.,Approved,7,2024-10-19
838,PR-2024-0838,5,1,2024-10-18,2024-10-23,Generated material requisition for EV motor manufacturing.,Approved,8,2024-10-19
839,PR-2024-0839,6,3,2024-10-18,2024-10-30,Generated material requisition for EV motor manufacturing.,Approved,9,2024-10-19
840,PR-2024-0840,7,3,2024-10-18,2024-11-04,Generated material requisition for EV motor manufacturing.,Approved,10,2024-10-19
841,PR-2024-0841,8,4,2024-10-18,2024-11-03,Generated material requisition for EV motor manufacturing.,Converted to PO,11,2024-10-19
842,PR-2024-0842,9,4,2024-10-18,2024-10-31,Generated material requisition for EV motor manufacturing.,Approved,12,2024-10-19
843,PR-2024-0843,10,5,2024-10-18,2024-10-22,Generated material requisition for EV motor manufacturing.,Approved,13,2024-10-19
844,PR-2024-0844,11,5,2024-10-18,2024-11-03,Generated material requisition for EV motor manufacturing.,Approved,1,2024-10-19
845,PR-2024-0845,12,6,2024-10-18,2024-10-21,Generated material requisition for EV motor manufacturing.,Approved,3,2024-10-19
846,PR-2024-0846,13,6,2024-10-19,2024-11-02,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-20
847,PR-2024-0847,1,1,2024-10-19,2024-10-29,Generated material requisition for EV motor manufacturing.,Approved,5,2024-10-20
848,PR-2024-0848,3,2,2024-10-19,2024-11-06,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-20
849,PR-2024-0849,4,2,2024-10-19,2024-10-27,Generated material requisition for EV motor manufacturing.,Approved,7,2024-10-20
850,PR-2024-0850,5,1,2024-10-19,2024-11-02,Generated material requisition for EV motor manufacturing.,Approved,8,2024-10-20
851,PR-2024-0851,6,3,2024-10-19,2024-10-29,Generated material requisition for EV motor manufacturing.,Converted to PO,9,2024-10-20
852,PR-2024-0852,7,3,2024-10-20,2024-11-01,Generated material requisition for EV motor manufacturing.,Approved,10,2024-10-21
853,PR-2024-0853,8,4,2024-10-20,2024-11-08,Generated material requisition for EV motor manufacturing.,Approved,11,2024-10-21
854,PR-2024-0854,9,4,2024-10-20,2024-11-04,Generated material requisition for EV motor manufacturing.,Approved,12,2024-10-21
855,PR-2024-0855,10,5,2024-10-20,2024-10-30,Generated material requisition for EV motor manufacturing.,Approved,13,2024-10-21
856,PR-2024-0856,11,5,2024-10-20,2024-10-31,Generated material requisition for EV motor manufacturing.,Approved,1,2024-10-21
857,PR-2024-0857,12,6,2024-10-20,2024-11-04,Generated material requisition for EV motor manufacturing.,Approved,3,2024-10-21
858,PR-2024-0858,13,6,2024-10-21,2024-10-30,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-22
859,PR-2024-0859,1,1,2024-10-22,2024-10-28,Generated material requisition for EV motor manufacturing.,Approved,5,2024-10-23
860,PR-2024-0860,3,2,2024-10-22,2024-11-02,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-23
861,PR-2024-0861,4,2,2024-10-22,2024-10-26,Generated material requisition for EV motor manufacturing.,Converted to PO,7,2024-10-23
862,PR-2024-0862,5,1,2024-10-22,2024-10-28,Generated material requisition for EV motor manufacturing.,Approved,8,2024-10-23
863,PR-2024-0863,6,3,2024-10-23,2024-11-02,Generated material requisition for EV motor manufacturing.,Approved,9,2024-10-24
864,PR-2024-0864,7,3,2024-10-23,2024-11-09,Generated material requisition for EV motor manufacturing.,Approved,10,2024-10-24
865,PR-2024-0865,8,4,2024-10-23,2024-11-09,Generated material requisition for EV motor manufacturing.,Approved,11,2024-10-24
866,PR-2024-0866,9,4,2024-10-23,2024-10-30,Generated material requisition for EV motor manufacturing.,Approved,12,2024-10-24
867,PR-2024-0867,10,5,2024-10-25,2024-11-04,Generated material requisition for EV motor manufacturing.,Approved,13,2024-10-26
868,PR-2024-0868,11,5,2024-10-25,2024-10-30,Generated material requisition for EV motor manufacturing.,Approved,1,2024-10-26
869,PR-2024-0869,12,6,2024-10-26,2024-11-11,Generated material requisition for EV motor manufacturing.,Approved,3,2024-10-27
870,PR-2024-0870,13,6,2024-10-26,2024-11-02,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-27
871,PR-2024-0871,1,1,2024-10-26,2024-11-12,Generated material requisition for EV motor manufacturing.,Converted to PO,5,2024-10-27
872,PR-2024-0872,3,2,2024-10-26,2024-11-13,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-27
873,PR-2024-0873,4,2,2024-10-27,2024-11-11,Generated material requisition for EV motor manufacturing.,Approved,7,2024-10-28
874,PR-2024-0874,5,1,2024-10-27,2024-11-04,Generated material requisition for EV motor manufacturing.,Approved,8,2024-10-28
875,PR-2024-0875,6,3,2024-10-27,2024-11-16,Generated material requisition for EV motor manufacturing.,Approved,9,2024-10-28
876,PR-2024-0876,7,3,2024-10-27,2024-11-11,Generated material requisition for EV motor manufacturing.,Approved,10,2024-10-28
877,PR-2024-0877,8,4,2024-10-28,2024-11-11,Generated material requisition for EV motor manufacturing.,Approved,11,2024-10-29
878,PR-2024-0878,9,4,2024-10-28,2024-11-15,Generated material requisition for EV motor manufacturing.,Approved,12,2024-10-29
879,PR-2024-0879,10,5,2024-10-29,2024-11-16,Generated material requisition for EV motor manufacturing.,Approved,13,2024-10-30
880,PR-2024-0880,11,5,2024-10-29,2024-11-02,Generated material requisition for EV motor manufacturing.,Approved,1,2024-10-30
881,PR-2024-0881,12,6,2024-10-29,2024-11-16,Generated material requisition for EV motor manufacturing.,Converted to PO,3,2024-10-30
882,PR-2024-0882,13,6,2024-10-29,2024-11-14,Generated material requisition for EV motor manufacturing.,Approved,4,2024-10-30
883,PR-2024-0883,1,1,2024-10-30,2024-11-05,Generated material requisition for EV motor manufacturing.,Approved,5,2024-10-31
884,PR-2024-0884,3,2,2024-10-30,2024-11-07,Generated material requisition for EV motor manufacturing.,Approved,6,2024-10-31
885,PR-2024-0885,4,2,2024-10-31,2024-11-16,Generated material requisition for EV motor manufacturing.,Approved,7,2024-11-01
886,PR-2024-0886,5,1,2024-10-31,2024-11-06,Generated material requisition for EV motor manufacturing.,Approved,8,2024-11-01
887,PR-2024-0887,6,3,2024-10-31,2024-11-11,Generated material requisition for EV motor manufacturing.,Approved,9,2024-11-01
888,PR-2024-0888,7,3,2024-11-01,2024-11-16,Generated material requisition for EV motor manufacturing.,Approved,10,2024-11-02
889,PR-2024-0889,8,4,2024-11-01,2024-11-15,Generated material requisition for EV motor manufacturing.,Approved,11,2024-11-02
