po_id,po_number,pr_id,vendor_id,department_id,po_date,expected_delivery_date,payment_terms,delivery_terms,billing_address,shipping_address,subtotal_amount,tax_amount,freight_charges,discount_amount,currency,po_status,approval_status,approved_by,approved_date,remarks
976,PO-2024-0976,826,11,1,2024-10-19,2024-10-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",139230.50,25061.49,1625.00,0.00,INR,Issued,Approved,9,2024-10-19,Generated purchase order from approved PR.
977,PO-2024-0977,827,12,3,2024-10-17,2024-10-27,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",19879.90,3578.38,1700.00,0.00,INR,Issued,Approved,10,2024-10-17,Generated purchase order from approved PR.
978,PO-2024-0978,828,13,3,2024-10-20,2024-11-10,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",5593.34,1006.80,1775.00,0.00,INR,Issued,Approved,11,2024-10-20,Generated purchase order from approved PR.
979,PO-2024-0979,829,14,4,2024-10-17,2024-10-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",35396.27,6371.33,1850.00,0.00,INR,Issued,Approved,12,2024-10-17,Generated purchase order from approved PR.
980,PO-2024-0980,830,15,4,2024-10-21,2024-11-03,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",14114.47,2540.60,1925.00,0.00,INR,Issued,Approved,13,2024-10-21,Generated purchase order from approved PR.
981,PO-2024-0981,831,16,5,2024-10-19,2024-11-06,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",7974.70,1435.45,500.00,0.00,INR,Issued,Approved,1,2024-10-19,Generated purchase order from approved PR.
982,PO-2024-0982,832,17,5,2024-10-17,2024-11-07,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2774.14,499.35,575.00,0.00,INR,Issued,Approved,3,2024-10-17,Generated purchase order from approved PR.
983,PO-2024-0983,833,18,6,2024-10-19,2024-11-05,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",4709.16,847.65,650.00,0.00,INR,Issued,Approved,4,2024-10-19,Generated purchase order from approved PR.
984,PO-2024-0984,834,19,6,2024-10-20,2024-11-08,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",186.35,33.54,725.00,0.00,INR,Issued,Approved,5,2024-10-20,Generated purchase order from approved PR.
985,PO-2024-0985,835,20,1,2024-10-21,2024-10-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",729.63,131.33,800.00,0.00,INR,Issued,Approved,6,2024-10-21,Generated purchase order from approved PR.
986,PO-2024-0986,836,21,2,2024-10-19,2024-11-09,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1053.20,189.58,875.00,0.00,INR,Issued,Approved,7,2024-10-19,Generated purchase order from approved PR.
987,PO-2024-0987,837,22,2,2024-10-22,2024-11-01,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",610.67,109.92,950.00,0.00,INR,Issued,Approved,8,2024-10-22,Generated purchase order from approved PR.
988,PO-2024-0988,838,23,1,2024-10-20,2024-10-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",6671.01,1200.78,1025.00,0.00,INR,Issued,Approved,9,2024-10-20,Generated purchase order from approved PR.
989,PO-2024-0989,839,24,3,2024-10-25,2024-11-17,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1040.81,187.35,1100.00,0.00,INR,Issued,Approved,10,2024-10-25,Generated purchase order from approved PR.
990,PO-2024-0990,840,25,3,2024-10-21,2024-10-29,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1823.20,328.18,1175.00,0.00,INR,Issued,Approved,11,2024-10-21,Generated purchase order from approved PR.
991,PO-2024-0991,841,26,4,2024-10-21,2024-10-28,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1474.00,265.32,1250.00,0.00,INR,Issued,Approved,12,2024-10-21,Generated purchase order from approved PR.
992,PO-2024-0992,842,27,4,2024-10-22,2024-11-07,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",2685.29,483.35,1325.00,0.00,INR,Issued,Approved,13,2024-10-22,Generated purchase order from approved PR.
993,PO-2024-0993,843,28,5,2024-10-25,2024-11-05,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1643.88,295.90,1400.00,0.00,INR,Issued,Approved,1,2024-10-25,Generated purchase order from approved PR.
994,PO-2024-0994,844,29,5,2024-10-20,2024-10-27,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",566268.78,101928.38,1475.00,0.00,INR,Issued,Approved,3,2024-10-20,Generated purchase order from approved PR.
995,PO-2024-0995,845,30,6,2024-10-21,2024-11-06,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",988118.05,177861.25,1550.00,0.00,INR,Issued,Approved,4,2024-10-21,Generated purchase order from approved PR.
996,PO-2024-0996,846,31,6,2024-10-20,2024-11-08,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",593822.80,106888.10,1625.00,0.00,INR,Issued,Approved,5,2024-10-20,Generated purchase order from approved PR.
997,PO-2024-0997,847,32,1,2024-10-23,2024-11-12,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",510941.92,91969.55,1700.00,0.00,INR,Issued,Approved,6,2024-10-23,Generated purchase order from approved PR.
998,PO-2024-0998,848,33,2,2024-10-23,2024-10-30,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",286449.18,51560.85,1775.00,0.00,INR,Issued,Approved,7,2024-10-23,Generated purchase order from approved PR.
999,PO-2024-0999,849,34,2,2024-10-20,2024-11-04,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1612659.90,290278.78,1850.00,0.00,INR,Issued,Approved,8,2024-10-20,Generated purchase order from approved PR.
1000,PO-2024-1000,850,35,1,2024-10-23,2024-11-12,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",52608.08,9469.45,1925.00,0.00,INR,Issued,Approved,9,2024-10-23,Generated purchase order from approved PR.
1001,PO-2024-1001,851,1,3,2024-10-26,2024-11-03,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",56152.80,10107.50,500.00,0.00,INR,Issued,Approved,10,2024-10-26,Generated purchase order from approved PR.
1002,PO-2024-1002,852,2,3,2024-10-23,2024-10-31,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",85597.83,15407.61,575.00,0.00,INR,Issued,Approved,11,2024-10-23,Generated purchase order from approved PR.
1003,PO-2024-1003,853,3,4,2024-10-21,2024-10-26,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",40927.05,7366.87,650.00,0.00,INR,Issued,Approved,12,2024-10-21,Generated purchase order from approved PR.
1004,PO-2024-1004,854,4,4,2024-10-21,2024-11-04,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",185052.78,33309.50,725.00,0.00,INR,Issued,Approved,13,2024-10-21,Generated purchase order from approved PR.
1005,PO-2024-1005,855,5,5,2024-10-22,2024-10-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",391553.40,70479.61,800.00,0.00,INR,Issued,Approved,1,2024-10-22,Generated purchase order from approved PR.
1006,PO-2024-1006,856,6,5,2024-10-21,2024-11-08,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",37316.00,6716.88,875.00,0.00,INR,Issued,Approved,3,2024-10-21,Generated purchase order from approved PR.
1007,PO-2024-1007,857,7,6,2024-10-25,2024-11-17,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",42060.88,7570.96,950.00,0.00,INR,Issued,Approved,4,2024-10-25,Generated purchase order from approved PR.
1008,PO-2024-1008,858,8,6,2024-10-22,2024-10-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",71110.17,12799.83,1025.00,0.00,INR,Issued,Approved,5,2024-10-22,Generated purchase order from approved PR.
1009,PO-2024-1009,859,9,1,2024-10-26,2024-11-12,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",183794.84,33083.07,1100.00,0.00,INR,Issued,Approved,6,2024-10-26,Generated purchase order from approved PR.
1010,PO-2024-1010,860,10,2,2024-10-23,2024-11-01,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",592974.60,106735.43,1175.00,0.00,INR,Issued,Approved,7,2024-10-23,Generated purchase order from approved PR.
1011,PO-2024-1011,861,11,2,2024-10-25,2024-10-30,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1107976.00,199435.68,1250.00,0.00,INR,Issued,Approved,8,2024-10-25,Generated purchase order from approved PR.
1012,PO-2024-1012,862,12,1,2024-10-25,2024-11-13,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",49018.41,8823.31,1325.00,0.00,INR,Issued,Approved,9,2024-10-25,Generated purchase order from approved PR.
1013,PO-2024-1013,863,13,3,2024-10-27,2024-11-09,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",12397.08,2231.47,1400.00,0.00,INR,Issued,Approved,10,2024-10-27,Generated purchase order from approved PR.
1014,PO-2024-1014,864,14,3,2024-10-27,2024-11-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",794.20,142.96,1475.00,0.00,INR,Issued,Approved,11,2024-10-27,Generated purchase order from approved PR.
1015,PO-2024-1015,865,15,4,2024-10-27,2024-11-11,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",639434.40,115098.19,1550.00,0.00,INR,Issued,Approved,12,2024-10-27,Generated purchase order from approved PR.
1016,PO-2024-1016,866,16,4,2024-10-30,2024-11-06,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",552920.00,99525.60,1625.00,0.00,INR,Issued,Approved,13,2024-10-30,Generated purchase order from approved PR.
1017,PO-2024-1017,867,17,5,2024-10-26,2024-11-08,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1830552.50,329499.45,1700.00,0.00,INR,Issued,Approved,1,2024-10-26,Generated purchase order from approved PR.
1018,PO-2024-1018,868,18,5,2024-10-28,2024-11-05,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",222634.50,40074.21,1775.00,0.00,INR,Issued,Approved,3,2024-10-28,Generated purchase order from approved PR.
1019,PO-2024-1019,869,19,6,2024-10-27,2024-11-17,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",847590.28,152566.25,1850.00,0.00,INR,Issued,Approved,4,2024-10-27,Generated purchase order from approved PR.
1020,PO-2024-1020,870,20,6,2024-10-31,2024-11-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",1813935.60,326508.41,1925.00,0.00,INR,Issued,Approved,5,2024-10-31,Generated purchase order from approved PR.
1021,PO-2024-1021,871,21,1,2024-10-27,2024-11-07,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",60870.00,10956.60,500.00,0.00,INR,Issued,Approved,6,2024-10-27,Generated purchase order from approved PR.
1022,PO-2024-1022,872,22,2,2024-10-31,2024-11-15,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",70816.55,12746.98,575.00,0.00,INR,Issued,Approved,7,2024-10-31,Generated purchase order from approved PR.
1023,PO-2024-1023,873,23,2,2024-11-01,2024-11-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",118326.40,21298.75,650.00,0.00,INR,Issued,Approved,8,2024-11-01,Generated purchase order from approved PR.
1024,PO-2024-1024,874,24,1,2024-10-30,2024-11-18,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",178862.20,32195.20,725.00,0.00,INR,Issued,Approved,9,2024-10-30,Generated purchase order from approved PR.
1025,PO-2024-1025,875,25,3,2024-10-29,2024-11-04,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",34725.60,6250.61,800.00,0.00,INR,Issued,Approved,10,2024-10-29,Generated purchase order from approved PR.
1026,PO-2024-1026,876,26,3,2024-11-03,2024-11-08,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",337200.00,60696.00,875.00,0.00,INR,Issued,Approved,11,2024-11-03,Generated purchase order from approved PR.
1027,PO-2024-1027,877,27,4,2024-10-30,2024-11-06,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",82083.05,14774.95,950.00,0.00,INR,Issued,Approved,12,2024-10-30,Generated purchase order from approved PR.
1028,PO-2024-1028,878,28,4,2024-10-30,2024-11-11,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",24781.80,4460.72,1025.00,0.00,INR,Issued,Approved,13,2024-10-30,Generated purchase order from approved PR.
1029,PO-2024-1029,879,29,5,2024-10-30,2024-11-12,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",139507.50,25111.35,1100.00,0.00,INR,Issued,Approved,1,2024-10-30,Generated purchase order from approved PR.
1030,PO-2024-1030,880,30,5,2024-11-05,2024-11-12,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",99555.20,17919.94,1175.00,0.00,INR,Issued,Approved,3,2024-11-05,Generated purchase order from approved PR.
1031,PO-2024-1031,881,31,6,2024-11-05,2024-11-17,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",336168.00,60510.24,1250.00,0.00,INR,Issued,Approved,4,2024-11-05,Generated purchase order from approved PR.
1032,PO-2024-1032,882,32,6,2024-11-03,2024-11-16,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",293599.84,52847.97,1325.00,0.00,INR,Issued,Approved,5,2024-11-03,Generated purchase order from approved PR.
1033,PO-2024-1033,883,33,1,2024-11-02,2024-11-09,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",24503.70,4410.67,1400.00,0.00,INR,Issued,Approved,6,2024-11-02,Generated purchase order from approved PR.
1034,PO-2024-1034,884,34,2,2024-11-04,2024-11-26,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",136947.25,24650.51,1475.00,0.00,INR,Issued,Approved,7,2024-11-04,Generated purchase order from approved PR.
1035,PO-2024-1035,885,35,2,2024-11-04,2024-11-20,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",526268.80,94728.38,1550.00,0.00,INR,Issued,Approved,8,2024-11-04,Generated purchase order from approved PR.
1036,PO-2024-1036,886,1,1,2024-11-05,2024-11-17,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",15200.00,2736.00,1625.00,0.00,INR,Issued,Approved,9,2024-11-05,Generated purchase order from approved PR.
1037,PO-2024-1037,887,2,3,2024-11-01,2024-11-15,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",51602.60,9288.47,1700.00,0.00,INR,Issued,Approved,10,2024-11-01,Generated purchase order from approved PR.
1038,PO-2024-1038,888,3,3,2024-11-08,2024-11-18,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",28489.80,5128.16,1775.00,0.00,INR,Issued,Approved,11,2024-11-08,Generated purchase order from approved PR.
1039,PO-2024-1039,889,4,4,2024-11-08,2024-11-29,30 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",43837.75,7890.80,1850.00,0.00,INR,Issued,Approved,12,2024-11-08,Generated purchase order from approved PR.
1040,PO-2024-1040,890,5,4,2024-11-04,2024-11-19,45 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",15454.80,2781.86,1925.00,0.00,INR,Issued,Approved,13,2024-11-04,Generated purchase order from approved PR.
1041,PO-2024-1041,891,6,5,2024-11-09,2024-11-23,60 Days,Door delivery to factory stores,"EV Motor Plant, Accounts Payable, Hosur","EV Motor Plant Central Stores, Hosur",71125.00,12802.50,500.00,0.00,INR,Issued,Approved,1,2024-11-09,Generated purchase order from approved PR.
